Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DARCI BARBOSA DANTAS;28071425;SE;Carmópolis;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE ANTONIO DE SANTANA, S/N MARCELO DEDA CHAGAS. 49740-000 Carmópolis - SE.";(79) 998027696;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-10.6546456;-36.9928683
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA PROFESSOR VALMO;28071433;SE;Simão Dias;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ARISTOTELES AMARINHO, 284 CENTRO. 49480-000 Simão Dias - SE.";(79) 98041654;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.74037105;-37.80658988
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL AQUARELA LTDA;28071441;SE;Carmópolis;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO ROSENDO DE SOUZA, 84 CENTRO. 49740-000 Carmópolis - SE.";(79) 32771792;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.65013343;-36.987508
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL VEREADOR OTAVIO SILVEIRA SOBRAL;28072405;SE;Itaporanga d'Ajuda;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO VARZEA GRANDE, S/N PREDIO PUBLICO. ZONA RURAL. 49120-000 Itaporanga d'Ajuda - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Educação de Jovens Adultos";;-11.07791333;-37.25635
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO ALVES BARRETO;28072413;SE;Tobias Barreto;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA D, S/N IRMA DULCE. 49300-000 Tobias Barreto - SE.";(79) 999075576;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-11.1717603;-38.0085302
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO DE ENSINO SANTA TEREZINHA;28072421;SE;Salgado;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA JOSIAS CARVALHO, 623 CASA. CENTRO. 49390-000 Salgado - SE.";(79) 99861332;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-11.02649667;-37.47714167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO JARDINS LTDA;28072430;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA MINISTRO GERALDO BARRETO SOBRAL, 1496 JARDINS. 49026-010 Aracaju - SE.";(79) 30850479;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.94483875;-37.06246845
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSEFA SAO PEDRO DE JESUS;28073401;SE;Tobias Barreto;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO SARIEMA, S/N 49300-000 Tobias Barreto - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-10.92195113;-38.13583939
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ADVENTISTA DE ARACAJU;28074408;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DISTRITO FEDERAL, 606 SIQUEIRA CAMPOS. 49075-190 Aracaju - SE.";(79) 32411417;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.9113945;-37.0726248
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLINHA MUNDO MAGICO LTDA;28074416;SE;Lagarto;Urbana;A escola não está em área de localização diferenciada;Privada;"TRASVESSA PRESIDENTE KENNEDY, 10 EMM. CENTRO. 49400-000 Lagarto - SE.";(79) 999910107;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.91171379;-37.67222379
ESCOLA PARALISADA;COLEGIO MILITAR DE SERGIPE;28074432;SE;Aracaju;Urbana;Não Informado;Privada;"RUA BOQUIM, CENTRO. 49010-280 Aracaju - SE.";(79) 32145807;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEF PROF NUBIA MARQUES;28075404;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL ANDRADE, 1745 COROA DO MEIO. 49035-530 Aracaju - SE.";(79) 31793301;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-10.9669447;-37.0439807
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SANTA FE LTDA;28075412;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO MUNIZ BARRETO, 84 AUGUSTO FRANCO. FAROLANDIA. 49030-430 Aracaju - SE.";(79) 32432760;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-10.96965;-37.069095
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ELITE;28075420;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PROMOTOR ARQUIBALDO MENDONCA, 156 SUISSA. 49050-650 Aracaju - SE.";(79) 32119942;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.92688581;-37.06258924
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CEME;28076400;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AV COLETORA C, 444 CJ MARCOS FREIRE II. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32541405;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.85084935;-37.06139123
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO DIDATICO LTDA;28079400;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA AUXILIAR I, 116 CJ. FERNANDO COLLOR. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32541787;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-10.86055167;-37.09327333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO JOAO NASCIMENTO;28079418;SE;Itabaianinha;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DO BONFIM, 191 CONVINIENCIA. 49290-000 Itabaianinha - SE.";(79) 998136731;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-11.27384656;-37.79261344
ESCOLA PARALISADA;COLEGIO SANTO ANTONIO;28079426;SE;Moita Bonita;Urbana;Não Informado;Privada;"RUA DOMINGOS PEREIRA, 52 CENTRO. 49560-000 Moita Bonita - SE.";(79) 34318675;Privada;Não Informado;Não;;;;;-10.57869783;-37.34301008
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA FAVO DE MEL;28080408;SE;Simão Dias;Urbana;A escola não está em área de localização diferenciada;Privada;"PRACA JACKSON FIGUEIREDO, 854 CENTRO. 49480-000 Simão Dias - SE.";(79) 36111948;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.74075221;-37.81373091
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;UNIDADE MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA VALDEREZ FREIRE PRATA - CRIANCA FELIZ;28081404;SE;Lagarto;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ENGENHEIRO JOSE BARRETO DE SOUZA, SN LAUDELINO FREIRE. 49400-000 Lagarto - SE.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-10.912571;-37.6791054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO DELTA;28082400;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ITAPORANGA, 293 CENTRO. 49010-140 Aracaju - SE.";(79) 32141767;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Médio;;-10.91441562;-37.05551992
ESCOLA PARALISADA;EXPOCURSO CURSO E COLEGIO;28083407;SE;Aracaju;Urbana;Não Informado;Privada;"PRACA CAMERINO, 198 CENTRO. 49010-240 Aracaju - SE.";(79) 32131297;Privada;Não Informado;Não;;;;;-10.91797;-37.04805
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL ALICE OLIVEIRA;28084403;SE;Frei Paulo;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA JOAO ALVES FILHO, 200 CENTRO. 49514-000 Frei Paulo - SE.";(79) 998735168;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.5480129;-37.5371353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO JOAO BATISTA DA ROCHA;28085400;SE;Estância;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA RAIMUNDO SILVEIRA SOUZA, 512 CENTRO. 49200-000 Estância - SE.";(79) 35221005;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;-11.26409087;-37.4360036
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL EURICO DE SOUZA;28086406;SE;Aquidabã;Urbana;A escola não está em área de localização diferenciada;Pública;"CONJUNTO EURICO DE SOUZA, RUA PROPRIA, SN CENTRO. 49790-000 Aquidabã - SE.";(79) 33415074;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.29335342;-37.02100399
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL JOAO PAULO II;28087402;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 42, 133 CONJUNTO PARQUE DOS FAROIS. 49160-000 Nossa Senhora do Socorro - SE.";(79) 988376077;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-10.91661303;-37.13358379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA PONTO DE PARTIDA;28088409;SE;Propriá;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA DOM JOSE VICENTE DE TAVORA, 331 FERNANDES. 49900-000 Propriá - SE.";(79) 33224017;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.21458542;-36.83989056
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ALEGRIA DO SABER;28089405;SE;Laranjeiras;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SEMEAO BERNARDO DOS SANTOS, S/N RUA DA QUADRA. PEDRA BRANCA. 49170-000 Laranjeiras - SE.";(79) 32813526;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.77860382;-37.13669373
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL JORGE PRADO DE OLIVEIRA;28090403;SE;Barra dos Coqueiros;Urbana;A escola não está em área de localização diferenciada;Pública;"AV JOSE DE CAMPOS, S/N CENTRO. 49140-000 Barra dos Coqueiros - SE.";(79) 99903610;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.8937734;-37.0121239
ESCOLA PARALISADA;COEDI - CENTRO EDUCACIONAL DE ITABAIANA;28091400;SE;Itabaiana;Urbana;Não Informado;Privada;"RUA ANTONIO DULTRA, CENTRO. 49500-232 Itabaiana - SE.";(79) 34311195;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CENTRO EDUCACIONAL JESUS MENINO;28091418;SE;Aracaju;Urbana;Não Informado;Privada;"RUA HELIO SANTANA, CIDADE NOVA. 49070-190 Aracaju - SE.";(79) 32459122;Privada;Não Informado;Não;;;;;-10.88498;-37.07346
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PRISMA;28092406;SE;Umbaúba;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA MANOEL FERNANDES, 279 PREDIO. CENTRO. 49260-000 Umbaúba - SE.";(79) 35461327;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-11.38376648;-37.65952959
ESCOLA PARALISADA;CENTRO EDUCACIONAL TIA MONICA LTDA;28094409;SE;Poço Redondo;Urbana;Não Informado;Privada;"PRACA DA MATRIZ, CASA. CENTRO. 49810-000 Poço Redondo - SE.";(79) 98239858;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ASSERMAN CRECHE COLMEIA RAIO DE LUZ;28094417;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA N, LOTEAMENTO GUAJARA, S/N SITIO BELA VISTA. 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL RAIMUNDA ANDRADE FARIAS;28095405;SE;Riachão do Dantas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PADRE PEDRO, SN CONJUNTO ALBANO FRAN. CENTRO. 49320-000 Riachão do Dantas - SE.";(79) 988512571;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-11.06952167;-37.73324667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL FUTURO CERTO;28096401;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA COLETORA C, 1513 ALBANO FRANCO. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 98244167;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.83203921;-37.06379472
ESCOLA PARALISADA;ASSOCIACAO EDUCACIONAL DIVINA PASTORA;28097408;SE;Boquim;Urbana;Não Informado;Privada;"RUA GOVERNADOR CELSO DE CARVALHO, S/N 49360-000 Boquim - SE.";(79) 36451697;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL TIA ALINER;28098404;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA A 28, 32/42 MARCOS FREIRE II. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32549475;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.84844402;-37.06241028
ESCOLA PARALISADA;CENTRO EDUCACIONAL EMANUEL;28101405;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA A 44, 923 MARCOS FREIRE III. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 996883709;Privada;Não Informado;Não;;;;;-10.83104833;-37.081085
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOCIEDADE CRECHE ACAO SOLIDARIA ALMIR DO PICOLE;28102401;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MARIA MIRALDA DOS SANTOS, 04 PIABETA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32547644;Privada;Filantrópica;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;COLEGIO SIGMA;28103408;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA A-42, CONJ. MARCOS FREIRE III, 09 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE JARDIM DO SENHOR;28104404;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA A 13, 231 D MARCOS FREIRE II. MARCOS FREIRE II. 49160-000 Nossa Senhora do Socorro - SE.";(79) 988389247;Privada;Comunitária;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.85290777;-37.05964214
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE SAO VICENTE DE PAULO;28105400;SE;Propriá;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MONSENHOR JOSE CURVELO SOARES, 246 CASA. CENTRO. 49900-000 Propriá - SE.";;Privada;Filantrópica;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.2147194;-36.83396406
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO BOM PASTOR;28106407;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MONTE CASTELO, 446 DEZOITO DO FORTE. 49072-490 Aracaju - SE.";(79) 32363264;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.90043158;-37.06488751
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO REZENDE LTDA ME;28106415;SE;Nossa Senhora da Glória;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PRINCESA ISABEL, 34 CENTRO. 49680-000 Nossa Senhora da Glória - SE.";;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.22150565;-37.42234712
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI DR FERNANDO JOSE GUEDES FONTES;28106431;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA HAITI, S/N AMERICA. 49080-300 Aracaju - SE.";(79) 31797799;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL SONHO REALIZADO;28108400;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA 04, 1158 LOT. SAO BRAS. MARCOS FREIRE II. 49160-000 Nossa Senhora do Socorro - SE.";(79) 998235077;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.84908156;-37.05039499
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CEA ORLANDO DANTAS LTDA;28109414;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAQUIM DIAS DA SILVA, 234 CONJ. ORLANDO DANTAS. SAO CONRADO. 49042-325 Aracaju - SE.";(79) 32513196;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.96948599;-37.08847289
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SAO LUCAS;28110404;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AV A, 231 MARCOS FREIRE 2. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32544771;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.85458;-37.06145167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROFESSORA NEUZICE BARRETO DE LIMA;28111400;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARIA DO CARMO SANTOS - LOTEAMENTO PIABETA, 15 TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32791472;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.84203364;-37.05964252
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SERVICO SOCIAL DO COMERCIO -SESC ARSE- SOCORRO;28112407;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AV. PERIMETRAL B, 250 MARCOS FREIRE II. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32793805;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.85190692;-37.06990832
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL CONEGO SERAPIAO MACHADO;28113403;SE;Rosário do Catete;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO TAMANDARE, SN CENTRO. 49760-000 Rosário do Catete - SE.";(79) 996046533;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-10.69847492;-37.01616867
ESCOLA PARALISADA;CRECHE ALINE FONSECA CONCEICAO;28114400;SE;Lagarto;Urbana;Não Informado;Privada;"RUA E, 20 JARDIM CAMPO NOVO. 49400-000 Lagarto - SE.";(79) 99866613;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;COLEGIO ANGULO;28115406;SE;Aracaju;Urbana;Não Informado;Privada;"PRACA ALMIRANTE TAMANDARE, SAO JOSE. 49015-100 Aracaju - SE.";(79) 32115304;Privada;Não Informado;Não;;;;;;
